elements,smiles,bus,count_sum,dimension,task_0_a,task_0_b,task_0_c,task_1_a,task_1_b,task_1_c,task_2_a,task_2_b,task_2_c,task_3_a,task_3_b,task_3_c,task_4_a,task_4_b,task_4_c,task_5_a,task_5_b,task_5_c,task_6_a,task_6_b,task_6_c,task_7_a,task_7_b,task_7_c,task_8_a,task_8_b,task_8_c,task_9_a,task_9_b,task_9_c,task_10_a,task_10_b,task_10_c,task_11_a,task_11_b,task_11_c,task_12_a,task_12_b,task_12_c,task_13_a,task_13_b,task_13_c,task_14_a,task_14_b,task_14_c,task_15_a,task_15_b,task_15_c,task_16_a,task_16_b,task_16_c,task_17_a,task_17_b,task_17_c,task_18_a,task_18_b,task_18_c,task_19_a,task_19_b,task_19_c,task_20_a,task_20_b,task_20_c,task_21_a,task_21_b,task_21_c,task_22_a,task_22_b,task_22_c,task_23_a,task_23_b,task_23_c,task_24_a,task_24_b,task_24_c,task_25_a,task_25_b,task_25_c,task_26_a,task_26_b,task_26_c,task_27_a,task_27_b,task_27_c,task_28_a,task_28_b,task_28_c,task_29_a,task_29_b,task_29_c,task_30_a,task_30_b,task_30_c,task_31_a,task_31_b,task_31_c,task_32_a,task_32_b,task_32_c,task_33_a,task_33_b,task_33_c,task_34_a,task_34_b,task_34_c,task_35_a,task_35_b,task_35_c,task_36_a,task_36_b,task_36_c,task_37_a,task_37_b,task_37_c,task_38_a,task_38_b,task_38_c,task_39_a,task_39_b,task_39_c,task_40_a,task_40_b,task_40_c,task_41_a,task_41_b,task_41_c,task_42_a,task_42_b,task_42_c,task_43_a,task_43_b,task_43_c,task_44_a,task_44_b,task_44_c,task_45_a,task_45_b,task_45_c,task_46_a,task_46_b,task_46_c,task_47_a,task_47_b,task_47_c,task_48_a,task_48_b,task_48_c,task_49_a,task_49_b,task_49_c
"['C', 'O', 'P', 'Zn']",C1CCNCC1,"[1, 8]",1,2,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
"['Cl', 'N', 'O', 'Pu']",c1ccncc1,[10],1,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['Co', 'O', 'P']",NCc1cccc(CN)c1,[1],1,0,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True
"['Cd', 'O', 'S']",NCCCN,[2],1,2,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
"['As', 'O', 'V']",CCN(CC)CC,[11],1,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'P', 'Zn']",C1CN2CCN1CC2,[1],7,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'P', 'V']",NCCN,[0],2,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['Fe', 'O', 'P']",NCCN,[0],2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'P', 'Ti']",NCCCN,[1],3,3,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True
"['Ca', 'Fe', 'Mo', 'O', 'P']",c1cn(CCCCn2ccnc2)cn1,[1],1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True
"['Ca', 'Cu', 'Mo', 'O', 'P']",c1cn(CCCCCCn2ccnc2)cn1,[1],1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'P', 'W']",CNC,[0],2,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'P', 'Sn']",NCCN,[1],3,1,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
"['C', 'O', 'Pt']",N=C(N)N,[4],1,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"['O', 'S', 'U']",CN1CCNCC1,[2],1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
"['Mo', 'O', 'S']",NCCN,[2],1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
"['O', 'Te', 'V']",NCCNCCN,[],1,2,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
