identifier,dimension,smiles,bus,elements,ms,nms
CAHBET,2,NCCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
CAHFOH,2,NCCCCCCCCCCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
CAHMAZ,3,N=C(N)N,[4],"['Bi', 'C', 'Cl', 'O']",['Bi'],"['C', 'Cl', 'O']"
CAHQOS,3,NC1CCC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
CAHSOU,3,NCCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
CAHVEN,2,C1CNCCN1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
CAKSOY,0,NCCN,[6],"['As', 'Ni', 'O', 'W']","['Ni', 'W']","['As', 'O']"
CANCUR,3,C1CN2CCC1CC2,[5],"['O', 'Si']",['Si'],['O']
CANFUS,0,Nc1nc(N)nc(N)n1,[],"['Mo', 'O']",['Mo'],['O']
CANVEV,0,NCCN1CCNCC1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CANZIB,1,NCCN,[1],"['O', 'P', 'Sc']",['Sc'],"['O', 'P']"
CANZOH,3,NCCCCN,[1],"['O', 'P', 'Sc']",['Sc'],"['O', 'P']"
CANZUN,2,NCCCCN,[1],"['F', 'O', 'P', 'Sc']",['Sc'],"['F', 'O', 'P']"
CAPBAX,2,NC1CCCCC1,[1],"['F', 'O', 'P', 'Sc']",['Sc'],"['F', 'O', 'P']"
CAPBEB,3,NCCN,[],"['O', 'Te', 'V']","['Te', 'V']",['O']
CAPBIF,0,CC1(C)CC(N)CC(C)(C)N1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
CAPBOL,2,CC1(C)CC(N)CC(C)(C)N1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
CAPCEC,3,NCCN,[2],"['Co', 'La', 'O', 'S']","['Co', 'La']","['O', 'S']"
CAPCIG,3,NCCN,[2],"['La', 'Ni', 'O', 'S']","['La', 'Ni']","['O', 'S']"
CAPTIZ,1,CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CAPTOF,1,CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CAPTUL,1,CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CAPVAT,2,CCN,"[13, 3]","['O', 'Se', 'U']",['U'],"['O', 'Se']"
CAQJOV,0,NCCN,[],"['Cu', 'Ge', 'Mo', 'Na', 'O']","['Cu', 'Ge', 'Mo', 'Na']",['O']
CAQWOJ,2,NCCN,[1],"['Cu', 'Li', 'O', 'P']","['Cu', 'Li']","['O', 'P']"
CASHUA,1,NCCN,[2],"['Fe', 'O', 'S']",['Fe'],"['O', 'S']"
CASJEM,0,c1ccncc1,[2],"['O', 'S', 'Zr']",['Zr'],"['O', 'S']"
CASNIU,1,CN(C)CCN,[],"['Mo', 'O']",['Mo'],['O']
CASQIY,0,c1cnc2c(c1)ccc1cccnc12,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CAVMIW,3,CCN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
CAWTOM,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CAXHAK,0,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,[20],"['C', 'F', 'O', 'U']",['U'],"['C', 'F', 'O']"
CAXPEX,0,NCCN,[],"['F', 'O', 'V']",['V'],"['F', 'O']"
CAYSOL,3,CCN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
CAZXUY,2,NCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
CAZYAF,2,NCCCCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
CEDTIR,0,CCCCCCCCCCCCn1ccnc1,[],"['Mo', 'O']",['Mo'],['O']
CEHQAJ,1,NCCCN1CCN(CCCN)CC1,[],"['O', 'V']",['V'],['O']
CEHQEN,1,NC1CCCNC1,[],"['O', 'V']",['V'],['O']
CEHQIR,1,NC1CCCNC1,[],"['O', 'V']",['V'],['O']
CEHYOF,3,NCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']"
CEJLEI,0,CCN(CC)CC,[],"['Mo', 'O']",['Mo'],['O']
CEJVET,3,C1CNCCN1,[2],"['Ce', 'O', 'S']",['Ce'],"['O', 'S']"
CEJVIX,3,NCCN,[2],"['Ce', 'O', 'S']",['Ce'],"['O', 'S']"
CELFIJ,0,Cc1ncc[nH]1,[8],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
CEMLIP,1,CNC,[],"['Mo', 'O']",['Mo'],['O']
CEQBUV,3,NC1CCCCC1N,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
CERLET,0,C(=Cc1ccncc1)c1ccncc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CERVUR,2,CC1CCNCC1,[1],"['Cl', 'O', 'P', 'Zn']",['Zn'],"['Cl', 'O', 'P']"
CETJIX,0,C1CNCCN1,[],"['Dy', 'Fe', 'Ge', 'K', 'O', 'W']","['Dy', 'Fe', 'Ge', 'K', 'W']",['O']
CETJUJ,0,C1CNCCN1,[],"['Fe', 'Ge', 'K', 'O', 'Tb', 'W']","['Fe', 'Ge', 'K', 'Tb', 'W']",['O']
CETSIG,1,c1cc(N2CCNCC2)ccn1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
CETSOM,0,c1cc(CCc2ccncc2)ccn1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
CEWJIZ,0,CCNCC,[],"['Mo', 'O']",['Mo'],['O']
CEYZIR,2,c1cnc2c(c1)ccc1cccnc12,[4],"['C', 'O', 'U']",['U'],"['C', 'O']"
CHAMMO,0,NC1CCCCC1,[],"['Mo', 'O']",['Mo'],['O']
CICZEU,1,Nc1cccnc1,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']"
CIDJOO,0,Cc1cccnc1,[],"['Mo', 'O']",['Mo'],['O']
CIJGEK,2,CC(=N)N,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
CIJJEN,2,CC(=N)N,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
CIJJOX,2,CC(=N)N,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
CIKLOY,2,CCN(CC)CC,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKLUE,2,CCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKMAL,2,NCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKMEP,2,NCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKMIT,2,NCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKMOZ,2,NCCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKMUF,2,CC(C)(C)N,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKNAM,2,NCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKNEQ,2,CC(C)N,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKNIU,2,CCN(CC)CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIKYIF,2,CCN(CC)CC,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
CIMROI,0,CNC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CIMVEB,0,c1ccncc1,[10],"['N', 'O', 'Pt']",['Pt'],"['N', 'O']"
CINFOW,0,c1cc(CCCc2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CINKUI,2,Nc1nc(N)nc(N)n1,[4],"['C', 'Ce', 'O']",['Ce'],"['C', 'O']"
CINLAP,2,Nc1nc(N)nc(N)n1,[4],"['C', 'Gd', 'O']",['Gd'],"['C', 'O']"
CIRBIR,0,Cc1cccc(N)c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
CIRVIJ,0,C1CNCCN1,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
CIRVOP,0,NCCNCCN,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
CISFOA,2,NCCCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
CIVPIG10,0,Nc1ccccn1,[],"['Mo', 'O']",['Mo'],['O']
CIXGOG,2,NCCNCCN,[1],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']"
CIXGUM,1,NCCN(CCN)CCN,[1],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']"
CIXSEI,0,c1cc(-c2ccncc2)ccn1,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
CIXSIM,0,c1cc(-c2ccncc2)ccn1,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
CIXSOS,1,NCCCNCCNCCCN,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
CIXTIN,2,C1CNCCNC1,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
CIYPOS,0,CCCNCCC,[4],"['C', 'Mo', 'O']",['Mo'],"['C', 'O']"
CIYPUY,0,CC(C)NC(C)C,[4],"['C', 'Mo', 'O']",['Mo'],"['C', 'O']"
CIYQAF,0,C1CN2CCN1CC2,[4],"['C', 'Mo', 'O']",['Mo'],"['C', 'O']"
COBRET,3,CN,[7],"['C', 'Cr', 'Na', 'O']","['Cr', 'Na']","['C', 'O']"
COBSIY,3,CN,[7],"['Al', 'C', 'K', 'O']","['Al', 'K']","['C', 'O']"
COBSUK,3,CN,[7],"['C', 'Cr', 'K', 'O']","['Cr', 'K']","['C', 'O']"
COCYOI,0,c1ccc(-c2ccccn2)nc1,[10],"['N', 'O', 'Th']",['Th'],"['N', 'O']"
CODLIT,0,CCN,"[4, 10]","['C', 'Cu', 'N', 'O']",['Cu'],"['C', 'N', 'O']"
CODMUF,3,CC1CNCC(C)N1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
CODNAM,3,CC1CN(C)CC(C)N1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
COFNIV,2,NCCCCCN,[],"['O', 'V']",['V'],['O']
COGKEP,3,NCCNCCN,[1],"['Co', 'O', 'P', 'Zn']","['Co', 'Zn']","['O', 'P']"
COGNIW,0,CNC,"[1, 8]","['C', 'Ce', 'Mn', 'O', 'P', 'W']","['Ce', 'Mn', 'W']","['C', 'O', 'P']"
COHSEZ,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
COHSID,0,c1c[nH]c(-c2ncc[nH]2)n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
COHXOM,3,NCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
COJVEF,3,CN1CCNCC1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
COJVIJ,3,CCN1CCNCC1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
COKJES,0,c1ccncc1,[8],"['C', 'Cl', 'Mo', 'O']",['Mo'],"['C', 'Cl', 'O']"
COKZAG,2,CNC,"[0, 4]","['C', 'Co', 'O', 'P']",['Co'],"['C', 'O', 'P']"
COKZEK,3,CNC,"[0, 4]","['C', 'Co', 'O', 'P']",['Co'],"['C', 'O', 'P']"
COKZIN,0,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
COLSIG,0,Cc1nccn1CCCCn1ccnc1C,[],"['Mo', 'O']",['Mo'],['O']
COLZEJ,2,c1cc(Nc2ccncc2)ccn1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
COQNIF,3,CCCNCCC,[1],"['Al', 'Mn', 'O', 'P']","['Al', 'Mn']","['O', 'P']"
COVCAU,0,c1ccncc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
COVJUV,0,c1c[nH]cn1,[22],"['C', 'Cl', 'Cu', 'O']",['Cu'],"['C', 'Cl', 'O']"
COVMOQ,2,CNC,[4],"['C', 'O', 'U']",['U'],"['C', 'O']"
COXHED,3,CNC,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
COXHIH,3,CNC,[4],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
COXHON,3,CNC,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
COXYAP02,0,c1ccncc1,[],"['Cr', 'O']",['Cr'],['O']
COZCUS,0,Nc1ccccn1,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
COZDAZ,0,Nc1ccccn1,[1],"['Mo', 'Ni', 'O', 'P']","['Mo', 'Ni']","['O', 'P']"
COZDED,0,Nc1ccccn1,[1],"['Cd', 'Mo', 'O', 'P']","['Cd', 'Mo']","['O', 'P']"
CUBVAX,1,NCCNCCNCCN,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']"
CUHCIR,2,CCNCC,"[1, 1]","['Al', 'O', 'P']",['Al'],"['O', 'P']"
CUHQIG,1,CNC,[5],"['Cl', 'K', 'O', 'Ru', 'Si', 'W']","['K', 'Ru', 'Si', 'W']","['Cl', 'O']"
CUJFEU,2,c1ncn(CCCCCCn2cncn2)n1,[1],"['Mn', 'Mo', 'O', 'P', 'Sr']","['Mn', 'Mo', 'Sr']","['O', 'P']"
CUJYAJ,0,Nc1cccnc1,[],"['Mo', 'Ni', 'O']","['Mo', 'Ni']",['O']
CUMCES,0,N=C(N)N,[8],"['C', 'La', 'O']",['La'],"['C', 'O']"
CUMCIW,0,N=C(N)N,[8],"['C', 'Ce', 'O']",['Ce'],"['C', 'O']"
CUMCOC,0,N=C(N)N,[8],"['C', 'O', 'Pr']",['Pr'],"['C', 'O']"
CUMCUI,0,N=C(N)N,[8],"['C', 'Nd', 'O']",['Nd'],"['C', 'O']"
CUMDAP,0,N=C(N)N,[8],"['C', 'O', 'Sm']",['Sm'],"['C', 'O']"
CUMNEG,1,Nc1ccccn1,[1],"['Cu', 'Mo', 'O', 'P']","['Cu', 'Mo']","['O', 'P']"
CUNQEJ,3,NCCCCN,"[4, 1]","['C', 'Co', 'O', 'P']",['Co'],"['C', 'O', 'P']"
CUNQIN,3,NCCCCN,"[4, 1]","['C', 'O', 'P', 'Zn']",['Zn'],"['C', 'O', 'P']"
CUNQOT,3,NCCCCN,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']"
CUNQUZ,3,NCCCCN,"[4, 1]","['C', 'Cd', 'O', 'P']",['Cd'],"['C', 'O', 'P']"
CUNXIS,3,C1CCNC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
CUPBEW,2,NCCCCN,"[4, 1]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
CURPIQ,0,CN(C)c1ccncc1,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
CUTGEE,3,C1CN2CCN1CC2,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
CUTGII,3,C1CN2CCN1CC2,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
CUWTEV,2,NCCCCN,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
CUWTIZ,2,NCCCCN,[4],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
CUXDUU,3,CC(C)N,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
DABKIA,0,CN,[4],"['C', 'O', 'V']",['V'],"['C', 'O']"
DABZUE,0,CN(C)c1ccncc1,[4],"['C', 'O', 'V']",['V'],"['C', 'O']"
DADTOS,3,CNC,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
DADTUY,3,CNC,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
DADVAG,3,CNC,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
DADXEO,1,c1ccncc1,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']"
DAGBUL,0,c1cc(-c2ccncc2)ccn1,[],"['Al', 'Mo', 'O']","['Al', 'Mo']",['O']
DAHNAC,0,c1cc(-c2ccncc2)ccn1,[],"['O', 'W', 'Zn']","['W', 'Zn']",['O']
DAHNOQ,3,N=C(N)N,[4],"['C', 'Nd', 'O']",['Nd'],"['C', 'O']"
DAHYUH,0,c1c[nH]cn1,[],"['Mn', 'Mo', 'O']","['Mn', 'Mo']",['O']
DAHZOC,0,CN(C)Cc1ccccc1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
DAKNOT,3,NCC1CCNCC1,[],"['Ge', 'O']",['Ge'],['O']
DALROA,1,CN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
DALRUG,3,CN,[4],"['C', 'Cl', 'Fe', 'K', 'O']","['Fe', 'K']","['C', 'Cl', 'O']"
DALSAN,3,CN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
DALSER,3,CN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
DAMYEW,0,c1cnc2c(c1)ccc1cccnc12,[10],"['N', 'Nd', 'O']",['Nd'],"['N', 'O']"
DAQNUE,0,c1ccncc1,[11],"['As', 'Cu', 'Mo', 'O']","['Cu', 'Mo']","['As', 'O']"
DAQVOH,0,CC(C)(C)c1cc(C(C)(C)C)[nH]n1,[],"['O', 'Re']",['Re'],['O']
DATTEY,0,Nc1ccc(N)cc1,[],"['Mo', 'O']",['Mo'],['O']
DATTIC,0,Nc1ccccc1N,[],"['Mo', 'O']",['Mo'],['O']
DATTOI,0,Nc1cccc(N)c1,[],"['Mo', 'O']",['Mo'],['O']
DAVWUT,2,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DAXNIA,3,CNC,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
DAYGES,0,CCCCCCCCN,[],"['O', 'V']",['V'],['O']
DAYGIW,0,CCCCCCCCN,[],"['Li', 'O', 'V']","['Li', 'V']",['O']
DAYKOE,2,NCCN,[2],"['Ce', 'O', 'S']",['Ce'],"['O', 'S']"
DCHXMO,0,C1CCC(NC2CCCCC2)CC1,[],"['Mo', 'O']",['Mo'],['O']
DEBQOT,3,CNC,[0],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']"
DECDUN,3,C(CC1CCNCC1)CC1CCNCC1,[4],"['C', 'In', 'O']",['In'],"['C', 'O']"
DECGAW,1,NCCCNCCCN,[4],"['C', 'In', 'O']",['In'],"['C', 'O']"
DECXUF,0,NCCN,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
DEDNIK,2,NCc1ccccc1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DEDPOT,2,CC(C)N,[],"['Cr', 'O', 'U']","['Cr', 'U']",['O']
DEDPUZ,2,CC(C)N,[],"['Cr', 'O', 'U']","['Cr', 'U']",['O']
DEFPIO,0,Nc1ccccn1,[],"['O', 'V']",['V'],['O']
DEFPOU,0,Nc1ccccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
DEFPUA,0,Nc1ccccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
DEJBAY,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
DEJHOS,0,NCCNCCN,[1],"['Fe', 'O', 'P', 'W']","['Fe', 'W']","['O', 'P']"
DEJRIW,0,Nc1cnccn1,[],"['Mo', 'O']",['Mo'],['O']
DELNEO,0,NCCNCCNCCN,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
DELNIS,0,Cc1cccc(N)c1C,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
DELSIX,1,Nc1ccncc1,[],"['Mo', 'O']",['Mo'],['O']
DELYOJ,0,NCCCCN,[],"['O', 'V']",['V'],['O']
DEPJIR01,3,N=CN,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
DEPQEV,2,NCCCNCCNCCCN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
DEPQIZ,2,C1CNCCNC1,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
DEPQOF,2,C1CNCCNC1,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
DETLIA,1,c1cc(CCCc2ccncc2)ccn1,[1],"['Mn', 'Mo', 'O', 'P', 'Pb']","['Mn', 'Mo', 'Pb']","['O', 'P']"
DETLOG,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Mo', 'Ni', 'O', 'P', 'Pb']","['Mo', 'Ni', 'Pb']","['O', 'P']"
DETLUM,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Co', 'Mo', 'O', 'P', 'Pb']","['Co', 'Mo', 'Pb']","['O', 'P']"
DETMAT,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Cd', 'Mo', 'O', 'P', 'Pb']","['Cd', 'Mo', 'Pb']","['O', 'P']"
DEWVAD,0,c1cc(CCc2ccncc2)ccn1,[],"['Mo', 'O']",['Mo'],['O']
DEXSEF,0,c1ccc(-c2ccccn2)nc1,[],"['Cr', 'F', 'O']",['Cr'],"['F', 'O']"
DIBMOS,3,NCCNCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']"
DIDLOU,0,CN(C)C,[],"['Co', 'Mo', 'O', 'V']","['Co', 'Mo', 'V']",['O']
DIFVAP,0,c1c[nH]cn1,[],"['O', 'Te', 'W']","['Te', 'W']",['O']
DIFYAS,0,Cc1cnc[nH]1,[],"['O', 'Te', 'W']","['Te', 'W']",['O']
DIKZIH,1,CC(N)CN,[0],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
DIMWED,2,NCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
DINCIP,3,NCCCNCCNCCCN,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']"
DINRUQ,0,c1c[nH]c(-c2ncc[nH]2)n1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
DIPGAM,0,C1CCNCC1,[],"['O', 'V']",['V'],['O']
DIPVIK,0,CNC,[2],"['O', 'S', 'V', 'W']","['V', 'W']","['O', 'S']"
DIRBIP,3,CC(C)N,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
DISSOO,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DISSUU,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DISTAB,3,NCCNCCNCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DIVMEB,2,C1CNCCN1,"[13, 4]","['C', 'Eu', 'O', 'Se']",['Eu'],"['C', 'O', 'Se']"
DIVMIF,2,C1CNCCN1,"[13, 4]","['C', 'Dy', 'O', 'Se']",['Dy'],"['C', 'O', 'Se']"
DIVMOL,2,C1CNCCN1,"[13, 4]","['C', 'O', 'Se', 'Yb']",['Yb'],"['C', 'O', 'Se']"
DIVMUR,3,C1CNCCN1,"[13, 4]","['C', 'Er', 'O', 'Se']",['Er'],"['C', 'O', 'Se']"
DIVNAY,3,C1CNCCN1,"[13, 4]","['C', 'O', 'Se', 'Y']",['Y'],"['C', 'O', 'Se']"
DIVNIH,3,CNCCNC,"[2, 4]","['C', 'Nd', 'O', 'S']",['Nd'],"['C', 'O', 'S']"
DIXHIC,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DIZFOH,0,CN,[],"['Mo', 'O']",['Mo'],['O']
DIZJUT,0,c1cc(-c2ccncc2)ccn1,"[6, 11]","['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
DIZYER,0,CN,[10],"['Cu', 'N', 'O']",['Cu'],"['N', 'O']"
DOBKOV,0,C1N2CN3CN1CN(C2)C3,[],"['Mo', 'O', 'Zn']","['Mo', 'Zn']",['O']
DODQOD,2,C1CNCCN1,[6],"['As', 'F', 'O', 'V']",['V'],"['As', 'F', 'O']"
DODQUJ,2,NCCN,[6],"['As', 'F', 'O', 'V']",['V'],"['As', 'F', 'O']"
DODRUJ,3,NCCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
DOHDOU,3,CNC,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
DOLFIV,2,CC(C)NC(C)C,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
DOMJIZ,0,c1ccc(-c2ccccn2)nc1,[4],"['C', 'Ge', 'O']",['Ge'],"['C', 'O']"
DOMJOF,0,c1cnc2c(c1)ccc1cccnc12,[4],"['C', 'Ge', 'O']",['Ge'],"['C', 'O']"
DONXOW,3,c1cc(-c2ccncc2)ccn1,"[2, 4]","['C', 'Mn', 'O', 'S']",['Mn'],"['C', 'O', 'S']"
DOPZUF,2,NCCN,[2],"['O', 'Pr', 'S']",['Pr'],"['O', 'S']"
DOWQIP,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
DOWYAP,1,CC1CNCCN1,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
DOWZUK,1,CN1CCN(C)CC1,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
DUBBEI,3,NCCCN1CCN(CCCN)CC1,"[4, 1]","['C', 'Er', 'O', 'P']",['Er'],"['C', 'O', 'P']"
DUCDOV,0,C1CCNCC1,[],"['O', 'V']",['V'],['O']
DUFBEN,0,c1ccc2[nH]nnc2c1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
DUHGET,0,c1cc(-c2ccncc2)ccn1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
DUJGEX,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
DUKMOL,0,Cc1ccccn1,[],"['Mo', 'O']",['Mo'],['O']
DUMBET,1,c1ccc2ncccc2c1,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
DUMFAT,0,N=C(N)N,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']"
DUQYEU,3,CNC,[4],"['C', 'Dy', 'O']",['Dy'],"['C', 'O']"
DURPEM,0,c1ccncc1,[2],"['Cl', 'Mo', 'O', 'S']",['Mo'],"['Cl', 'O', 'S']"
DUSWAP10,3,NCCN,[5],"['O', 'Si']",['Si'],['O']
DUWQUJ,3,NCCN,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWRAQ,3,NCCCCN,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWREU,3,NCCCCN,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWROE,3,CN(C)CCCNCCCN(C)C,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWRUK,3,C1CNCCN1,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWSAR,3,NCCCNCCCN,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
DUWTAS,3,NCCCN,"[4, 1]","['C', 'Mg', 'O', 'P']",['Mg'],"['C', 'O', 'P']"
